#   Nexus 7(CPU) Nexus5(CPU) Server(CPU) Server(GPU)
#0   69.25 36.7 347.7 17.8 
#25  29.1 17 169.7 12.88
0   277 146.8 347.7 17.8 
25  116.4 68 169.7 12.88
